timestamp,instrument,side,price,quantity
2022-11-01 10:30:36,BANKNIFTY22110341700CE,SELL,260.2,1
2022-11-01 10:30:36,BANKNIFTY22110341800CE,BUY,215.3,1
2022-11-01 10:30:36,BANKNIFTY22110341800PE,BUY,398.0,1
2022-11-01 10:30:59,BANKNIFTY22110341800CE,SELL,211.2,1
2022-11-01 10:30:59,BANKNIFTY22110341800PE,SELL,403.75,1
2022-11-01 10:30:59,BANKNIFTY22110341700PE,BUY,347.7,1
2022-11-01 10:30:59,BANKNIFTY22110341700CE,BUY,255.55,1
2022-11-01 10:37:03,BANKNIFTY22110341700PE,SELL,344.9,1
2022-11-01 10:37:03,BANKNIFTY22110341700CE,SELL,255.0,1
2022-11-01 10:37:03,BANKNIFTY22110341800CE,BUY,210.5,1
2022-11-01 10:37:03,BANKNIFTY22110341800PE,BUY,400.4,1
2022-11-01 10:37:14,BANKNIFTY22110341800CE,SELL,208.25,1
2022-11-01 10:37:14,BANKNIFTY22110341800PE,SELL,404.8,1
2022-11-01 10:37:14,BANKNIFTY22110341700PE,BUY,348.35,1
2022-11-01 10:37:14,BANKNIFTY22110341700CE,BUY,252.3,1
2022-11-01 10:40:16,BANKNIFTY22110341700PE,SELL,344.9,1
2022-11-01 10:40:16,BANKNIFTY22110341700CE,SELL,256.75,1
2022-11-01 10:40:16,BANKNIFTY22110341800CE,BUY,211.6,1
2022-11-01 10:40:16,BANKNIFTY22110341800PE,BUY,400.4,1
2022-11-01 11:57:44,BANKNIFTY22110341800CE,SELL,199.85,1
2022-11-01 11:57:44,BANKNIFTY22110341800PE,SELL,391.0,1
2022-11-01 11:57:44,BANKNIFTY22110341700PE,BUY,335.7,1
2022-11-01 11:57:44,BANKNIFTY22110341700CE,BUY,244.85,1
2022-11-01 11:57:53,BANKNIFTY22110341700PE,SELL,334.65,1
2022-11-01 11:57:53,BANKNIFTY22110341700CE,SELL,246.65,1
2022-11-01 11:57:53,BANKNIFTY22110341800CE,BUY,201.45,1
2022-11-01 11:57:53,BANKNIFTY22110341800PE,BUY,390.0,1
2022-11-01 11:57:55,BANKNIFTY22110341800CE,SELL,200.35,1
2022-11-01 11:57:55,BANKNIFTY22110341800PE,SELL,390.0,1
2022-11-01 11:57:55,BANKNIFTY22110341700PE,BUY,335.1,1
2022-11-01 11:57:55,BANKNIFTY22110341700CE,BUY,245.6,1
